Geo Point;Geo Shape;FCsubtype;inspireId;beginLifes;F_CODE;ICC;TFC;NAMN1;NAMN2;NAMA1;NAMA2;NLN1;NLN2;TUC;RStationID
50.97044099999985,16.923674499999777;"{""coordinates"": [16.923674499999777, 50.97044099999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:ede38852-3ab7-4dee-b50d-603a512d6a;2015-10-26;AQ125;PL;15;Kobierzyce;N_A;Kobierzyce;N_A;POL;N_A;26;N.PL.RAILRDC.000283
51.53271399999983,21.861993499999784;"{""coordinates"": [21.861993499999784, 51.53271399999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:dd50e61d-02c5-4f26-be25-fc8d75cf24;2015-10-26;AQ125;PL;15;Dęblin;N_A;Deblin;N_A;POL;N_A;45;N.PL.RAILRDC.000809
47.53862949999984,7.723681;"{""coordinates"": [7.723681, 47.53862949999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:2f2a2168-9514-4b90-b975-66bf1faa9d;2015-10-26;AQ125;CH;15;Kaiseraugst;N_A;Kaiseraugst;N_A;GER;N_A;0;N.CH.RAILRDC.004132
47.75004449999986,11.370678499999798;"{""coordinates"": [11.370678499999798, 47.75004449999986], ""type"": ""Point""}";1;_EG.EGM.RailrdC:1ef40992-8c34-45d3-aaa8-0b848505bf;2015-10-26;AQ125;DE;15;Penzberg Pbf;N_A;Penzberg Pbf;N_A;GER;N_A;45;N.DE.RAILRDC.001651
45.61737799999985,25.479510999999775;"{""coordinates"": [25.479510999999775, 45.61737799999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:8f2d29df-cae3-41f1-85d1-db5eedb32d;2015-10-26;AQ125;RO;15;Cristian;N_A;Cristian;N_A;RUM;N_A;45;N.RO.RAILRDC.000616
47.69887849999983,2.636757499999788;"{""coordinates"": [2.636757499999788, 47.69887849999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:f6c9494d-2915-4d99-a5b1-71d199aeaf;2015-10-26;AQ125;FR;15;Gien;N_A;Gien;N_A;FRE;N_A;45;N.FR.RAILRDC.000545
47.35419899999985,0.668031999999812;"{""coordinates"": [0.668031999999812, 47.35419899999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:0dcc9628-2eab-4c41-b035-96141803ff;2015-10-26;AQ125;FR;15;Joué-Lès-Tours;N_A;Joue-Les-Tours;N_A;FRE;N_A;26;N.FR.RAILRDC.002105
50.403125999999844,5.522635999999807;"{""coordinates"": [5.522635999999807, 50.403125999999844], ""type"": ""Point""}";1;_EG.EGM.RailrdC:43ddc0f8-19be-4220-80e5-07d6c35156;2015-10-26;AQ125;BE;32;Sy;N_A;Sy;N_A;FRE;N_A;26;N.BE.RAILRDC.000411
45.64583749999986,9.20297549999978;"{""coordinates"": [9.20297549999978, 45.64583749999986], ""type"": ""Point""}";1;_EG.EGM.RailrdC:5e722122-3c13-4d54-89b7-a41d357e7f;2015-10-26;AQ125;IT;15;Seregno;N_A;Seregno;N_A;ITA;N_A;26;N.IT.RAILRDC.000815
48.54066299999985,9.290036999999783;"{""coordinates"": [9.290036999999783, 48.54066299999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:31b1a1d2-919a-483c-b513-bb45f67fde;2015-10-26;AQ125;DE;15;Metzingen (Württ);N_A;Metzingen (Wuertt);N_A;GER;N_A;45;N.DE.RAILRDC.001044
52.78873949999985,-0.15700500000019701;"{""coordinates"": [-0.15700500000019701, 52.78873949999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:69625ab9-2e62-47c6-9ca4-da0e805f3e;2015-10-26;AQ125;GB;31;Spalding Station;N_A;Spalding Station;N_A;ENG;N_A;45;N.GB.RAILRDC.000504
46.25757249999983,6.953407999999796;"{""coordinates"": [6.953407999999796, 46.25757249999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:f7c648b9-b846-4fda-b737-f06968edc2;2015-10-26;AQ125;CH;15;Monthey;N_A;Monthey;N_A;FRE;N_A;0;N.CH.RAILRDC.002445
48.77388499999984,8.735501499999799;"{""coordinates"": [8.735501499999799, 48.77388499999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:3df812d1-668b-4d50-8a1a-095369038c;2015-10-26;AQ125;DE;15;Bad Liebenzell;N_A;Bad Liebenzell;N_A;GER;N_A;45;N.DE.RAILRDC.004613
51.86193049999983,13.960879499999777;"{""coordinates"": [13.960879499999777, 51.86193049999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:8528ef73-3d6c-429b-a0a8-1958de238c;2015-10-26;AQ125;DE;15;Lübbenau (Spreewald);N_A;Luebbenau (Spreewald);N_A;GER;N_A;45;N.DE.RAILRDC.001889
55.30844249999984,23.977787499999778;"{""coordinates"": [23.977787499999778, 55.30844249999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:7c6d4873-d430-49c5-a89b-74f18928f6;2015-10-26;AQ125;LT;15;Kėdainiai;N_A;Kedainiai;N_A;LIT;N_A;45;N.LT.RAILRDC.000055
48.81981699999983,2.259198999999796;"{""coordinates"": [2.259198999999796, 48.81981699999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:a51a8bc9-d934-4ca0-952a-b2d3aa39c2;2015-10-26;AQ125;FR;15;Issy;N_A;Issy;N_A;FRE;N_A;26;N.FR.RAILRDC.002956
48.08081049999984,16.446397999999785;"{""coordinates"": [16.446397999999785, 48.08081049999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:7091a284-39f5-457a-b55c-4a76af4e23;2015-10-26;AQ125;AT;15;Himberg;N_A;Himberg;N_A;GER;N_A;45;N.AT.RAILRDC.000472
43.17736449999984,27.62485799999976;"{""coordinates"": [27.62485799999976, 43.17736449999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:acd26e32-5b6d-46f4-bcc8-132db47ce0;2012-01-01;AQ125;BG;0;Разделна;N_A;Razdelna;N_A;BUL;N_A;0;N.BG.RAILRDC.000084
60.42095249999983,5.468308499999806;"{""coordinates"": [5.468308499999806, 60.42095249999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:79d554f4-2a07-4f63-a98d-01d8099026;2015-10-26;AQ125;NO;0;Arna;N_A;Arna;N_A;NOR;N_A;0;N.NO.RAILRDC.00063
50.402942499999845,19.825845999999785;"{""coordinates"": [19.825845999999785, 50.402942499999845], ""type"": ""Point""}";1;_EG.EGM.RailrdC:18bd5262-a839-44bd-9713-7df66d64ea;2015-10-26;AQ125;PL;34;Jeżówka;N_A;Jezowka;N_A;POL;N_A;26;N.PL.RAILRDC.000967
55.648528999999826,12.197355499999787;"{""coordinates"": [12.197355499999787, 55.648528999999826], ""type"": ""Point""}";1;_EG.EGM.RailrdC:e1191d64-8294-4263-8874-c7103825c1;2015-10-26;AQ125;DK;15;Hedehusene;N_A;Hedehusene;N_A;DAN;N_A;26;N.DK.RAILRDC.00053
56.54606699999982,8.298715499999787;"{""coordinates"": [8.298715499999787, 56.54606699999982], ""type"": ""Point""}";1;_EG.EGM.RailrdC:80a6c911-d1d3-40fe-b8fa-1b21092d15;2015-10-26;AQ125;DK;15;Lemvig;N_A;Lemvig;N_A;DAN;N_A;26;N.DK.RAILRDC.00367
42.77102649999986,25.551894499999776;"{""coordinates"": [25.551894499999776, 42.77102649999986], ""type"": ""Point""}";1;_EG.EGM.RailrdC:e1de2fd6-ec4f-4189-a8dd-23fa4a8d89;2012-01-01;AQ125;BG;0;Крастевец;N_A;Krastets;N_A;BUL;N_A;0;N.BG.RAILRDC.000163
59.58185199999982,11.163902999999777;"{""coordinates"": [11.163902999999777, 59.58185199999982], ""type"": ""Point""}";1;_EG.EGM.RailrdC:7175122a-1597-4129-aa9a-d8e3e1f45d;2015-10-26;AQ125;NO;0;Askim;N_A;Askim;N_A;NOR;N_A;0;N.NO.RAILRDC.00036
51.91075349999983,19.59389799999977;"{""coordinates"": [19.59389799999977, 51.91075349999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:f49b7b21-3dce-4f93-baf0-108c5aa7e7;2015-10-26;AQ125;PL;15;Stryków;N_A;Strykow;N_A;POL;N_A;45;N.PL.RAILRDC.000144
50.77986949999984,4.651727499999794;"{""coordinates"": [4.651727499999794, 50.77986949999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:c8ca970d-cc3c-496b-8f5c-c616cb89a0;2015-10-26;AQ125;BE;32;Pecrot;N_A;Pecrot;N_A;FRE;N_A;26;N.BE.RAILRDC.000438
50.74901249999985,4.361586499999788;"{""coordinates"": [4.361586499999788, 50.74901249999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:1c1331e3-2d30-4210-a298-0b580b0509;2015-10-26;AQ125;BE;15;Sint-Genesius-Rode;N_A;Sint-Genesius-Rode;N_A;DUT;N_A;45;N.BE.RAILRDC.000108
47.35218949999984,7.908033999999788;"{""coordinates"": [7.908033999999788, 47.35218949999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:dae306c2-d763-4d6b-ad53-b93be06b42;2015-10-26;AQ125;CH;15;Olten;N_A;Olten;N_A;GER;N_A;0;N.CH.RAILRDC.003759
45.96314699999985,21.190345999999778;"{""coordinates"": [21.190345999999778, 45.96314699999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:5107f821-c5a2-40c8-ab8c-297d0dd9a4;2015-10-26;AQ125;RO;15;Ortişoara;N_A;Ortisoara;N_A;RUM;N_A;45;N.RO.RAILRDC.000497
42.55559149999985,26.528044999999764;"{""coordinates"": [26.528044999999764, 42.55559149999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:f1b6107c-c7d5-4f67-9731-959d099e11;2012-01-01;AQ125;BG;0;Завой;N_A;Zavoy;N_A;BUL;N_A;0;N.BG.RAILRDC.000239
48.524248999999855,34.60058449999977;"{""coordinates"": [34.60058449999977, 48.524248999999855], ""type"": ""Point""}";1;_EG.EGM.RailrdC:094bf3f0-c2db-4787-91a8-00db93adaf;2012-01-01;AQ125;UA;0;Тритузна;N_A;Trytuzna;N_A;UKR;N_A;0;N.UA.RAILRDC.000154
56.92002049999982,12.512717499999779;"{""coordinates"": [12.512717499999779, 56.92002049999982], ""type"": ""Point""}";1;_EG.EGM.RailrdC:fe049009-9301-4c11-969c-bbb39440ab;2015-10-26;AQ125;SE;15;Falkenberg;N_A;Falkenberg;N_A;SWE;N_A;45;N.SE.RAILRDC.00129
45.62587699999986,-1.016301500000196;"{""coordinates"": [-1.016301500000196, 45.62587699999986], ""type"": ""Point""}";1;_EG.EGM.RailrdC:251d0e86-da40-4ce3-a4c8-dd29d69e06;2015-10-26;AQ125;FR;15;Royan;N_A;Royan;N_A;FRE;N_A;26;N.FR.RAILRDC.000222
47.663808499999845,18.327439999999765;"{""coordinates"": [18.327439999999765, 47.663808499999845], ""type"": ""Point""}";1;_EG.EGM.RailrdC:de6e57de-11a1-47cf-bf46-77a7229a8e;2015-10-26;AQ125;HU;32;Tata;N_A;Tata;N_A;HUN;N_A;26;N.HU.RAILRDC.000221
49.376653499999826,20.007571499999784;"{""coordinates"": [20.007571499999784, 49.376653499999826], ""type"": ""Point""}";1;_EG.EGM.RailrdC:086630e7-e6ff-49bf-919d-441191868d;2015-10-26;AQ125;PL;15;Szaflary Wieś;N_A;Szaflary Wies;N_A;POL;N_A;26;N.PL.RAILRDC.001112
47.68609699999985,23.400886499999785;"{""coordinates"": [23.400886499999785, 47.68609699999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:c1927e1c-7af8-4553-8f41-1c6dd5ebef;2015-10-26;AQ125;RO;15;Cicârlău;N_A;Cicarlau;N_A;RUM;N_A;45;N.RO.RAILRDC.000160
40.95212099999986,17.293384999999773;"{""coordinates"": [17.293384999999773, 40.95212099999986], ""type"": ""Point""}";1;_EG.EGM.RailrdC:bae8e956-96fd-4576-91b7-5a0c9340e2;2015-10-26;AQ125;IT;15;Monopoli;N_A;Monopoli;N_A;ITA;N_A;26;N.IT.RAILRDC.000561
47.81117599999985,7.563152499999802;"{""coordinates"": [7.563152499999802, 47.81117599999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:830d8663-45a1-4027-bf88-cda2fe1038;2015-10-26;AQ125;DE;15;Neuenburg (Baden);N_A;Neuenburg (Baden);N_A;GER;N_A;45;N.DE.RAILRDC.003735
50.10210649999984,1.824127999999803;"{""coordinates"": [1.824127999999803, 50.10210649999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:90ab20bc-bff5-41c2-b43e-364b8b54e9;2015-10-26;AQ125;FR;15;Abbeville;N_A;Abbeville;N_A;FRE;N_A;45;N.FR.RAILRDC.000156
61.803473999999824,29.29343099999977;"{""coordinates"": [29.29343099999977, 61.803473999999824], ""type"": ""Point""}";1;_EG.EGM.RailrdC:25877f5b-150e-45c6-8298-23f50ec359;2015-10-26;AQ125;FI;32;Retretti;N_A;Retretti;N_A;FIN;N_A;26;N.FI.RAILRDC.000217
46.326967499999846,28.983957999999777;"{""coordinates"": [28.983957999999777, 46.326967499999846], ""type"": ""Point""}";1;_EG.EGM.RailrdC:144913da-7263-40cc-86e8-f4b7ffb77c;2015-10-26;AQ125;MD;0;Basarabeasca;N_A;Basarabeasca;N_A;RUM;N_A;0;N.MD.RAILRDC.000008
48.01441299999985,17.530379499999782;"{""coordinates"": [17.530379499999782, 48.01441299999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:48a49253-00a9-4fb5-8075-3f58614863;2015-10-26;AQ125;SK;15;Orechová Potôň;N_A;Orechova Poton;N_A;SLO;N_A;45;N.SK.RAILRDC.147264
50.988541499999855,4.498308999999807;"{""coordinates"": [4.498308999999807, 50.988541499999855], ""type"": ""Point""}";1;_EG.EGM.RailrdC:9e38d073-8114-40d4-adb7-c78ad3fdd6;2015-10-26;AQ125;BE;32;Hofstade;N_A;Hofstade;N_A;DUT;N_A;26;N.BE.RAILRDC.000302
48.93670049999982,16.736482499999795;"{""coordinates"": [16.736482499999795, 48.93670049999982], ""type"": ""Point""}";1;_EG.EGM.RailrdC:f207ce2d-6f49-4683-b0cf-290e51d8c7;2015-10-26;AQ125;CZ;15;Hustopeče u Brna;N_A;Hustopece u Brna;N_A;CZE;N_A;45;N.CZ.RAILRDC.000260
48.07082699999984,19.292899999999776;"{""coordinates"": [19.292899999999776, 48.07082699999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:95e78e69-e369-41ff-aa65-4875e952a0;2015-10-26;AQ125;HU;32;Balassagyarmat;N_A;Balassagyarmat;N_A;HUN;N_A;26;N.HU.RAILRDC.000068
42.20418949999984,42.20222549999977;"{""coordinates"": [42.20222549999977, 42.20418949999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:4cc5793c-2f1d-406b-b209-44d2e3db54;2015-10-26;AQ125;GE;15;აბაშა;N_A;Abasha;N_A;GEO;N_A;26;N.GE.RAILRDC.000079
47.46150349999985,8.313058999999782;"{""coordinates"": [8.313058999999782, 47.46150349999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:b12b71f5-273d-4006-97b8-83c0a2dafc;2015-10-26;AQ125;CH;15;Wettingen;N_A;Wettingen;N_A;GER;N_A;0;N.CH.RAILRDC.003983
52.42885549999983,21.431319999999772;"{""coordinates"": [21.431319999999772, 52.42885549999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:a8e4d980-ee0b-4c5f-8523-dbc93fa561;2015-10-26;AQ125;PL;15;Tłuszcz;N_A;Tluszcz;N_A;POL;N_A;45;N.PL.RAILRDC.000670
40.70047399999984,17.331648499999773;"{""coordinates"": [17.331648499999773, 40.70047399999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:789dcc54-4d4b-451b-ae5d-6296389f97;2015-10-26;AQ125;IT;15;Martina Franca;N_A;Martina Franca;N_A;ITA;N_A;26;N.IT.RAILRDC.012480
51.21959099999983,24.713488999999782;"{""coordinates"": [24.713488999999782, 51.21959099999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:1a058678-c6c2-487a-a4e7-787de04f2b;2012-01-01;AQ125;UA;0;Ковель;N_A;Kovel;N_A;UKR;N_A;0;N.UA.RAILRDC.000030
38.29284149999986,-5.275781500000193;"{""coordinates"": [-5.275781500000193, 38.29284149999986], ""type"": ""Point""}";1;_EG.EGM.RailrdC:30aff2a1-8468-4033-96b7-e5c21502d4;2015-10-26;AQ125;ES;15;Estación FF.CC. de Peñarroya-Pueblonuevo;N_A;Estacion FF.CC. de Penarroya-Pueblonuevo;N_A;SPA;N_A;45;N.ES.RAILRDC.000972
50.59288599999985,13.610041499999795;"{""coordinates"": [13.610041499999795, 50.59288599999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:f9780b84-65a5-40fd-9af1-d95ecd82a7;2015-10-26;AQ125;CZ;15;Litvínov;N_A;Litvinov;N_A;CZE;N_A;45;N.CZ.RAILRDC.000030
53.86804199999983,20.956528999999787;"{""coordinates"": [20.956528999999787, 53.86804199999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:3bcac118-e946-40e7-b911-c41342252c;2015-10-26;AQ125;PL;34;Biskupiec Reszelski;N_A;Biskupiec Reszelski;N_A;POL;N_A;45;N.PL.RAILRDC.000429
53.02540049999984,15.65503099999978;"{""coordinates"": [15.65503099999978, 53.02540049999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:67eb11ee-6b45-4292-ad82-d8d8d57b47;2015-10-26;AQ125;PL;15;Bierzwnik;N_A;Bierzwnik;N_A;POL;N_A;45;N.PL.RAILRDC.000563
44.535202499999855,26.02315649999977;"{""coordinates"": [26.02315649999977, 44.535202499999855], ""type"": ""Point""}";1;_EG.EGM.RailrdC:5081f3b8-59ff-4180-baf6-b2d6aa8f71;2015-10-26;AQ125;RO;15;Mogoşoaia;N_A;Mogosoaia;N_A;RUM;N_A;45;N.RO.RAILRDC.000899
47.23000949999985,22.783104499999776;"{""coordinates"": [22.783104499999776, 47.23000949999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:16a953cd-636b-4a0f-846c-9993a3faa0;2015-10-26;AQ125;RO;15;Şimleu Silvaniei;N_A;Simleu Silvaniei;N_A;RUM;N_A;45;N.RO.RAILRDC.001089
59.22959899999983,14.440725999999783;"{""coordinates"": [14.440725999999783, 59.22959899999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:f2b55dc2-5397-4619-b2d9-5ab1810067;2015-10-26;AQ125;SE;15;Degerfors;N_A;Degerfors;N_A;SWE;N_A;45;N.SE.RAILRDC.00079
48.843185499999834,2.221939499999792;"{""coordinates"": [2.221939499999792, 48.843185499999834], ""type"": ""Point""}";1;_EG.EGM.RailrdC:d3eba10c-6557-4ebb-84e5-ea76d6265e;2015-10-26;AQ125;FR;15;Parc de Saint-Cloud;N_A;Parc de Saint-Cloud;N_A;FRE;N_A;26;N.FR.RAILRDC.002991
41.92617049999984,25.918213999999775;"{""coordinates"": [25.918213999999775, 41.92617049999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:f64e0291-a8b8-410a-87f5-659f941ad9;2012-01-01;AQ125;BG;0;Харманли;N_A;Harmanli;N_A;BUL;N_A;0;N.BG.RAILRDC.000038
56.559315999999825,-2.587490000000201;"{""coordinates"": [-2.587490000000201, 56.559315999999825], ""type"": ""Point""}";1;_EG.EGM.RailrdC:de984610-6203-438a-803d-af8458d016;2015-10-26;AQ125;GB;31;Arbroath Station;N_A;Arbroath Station;N_A;ENG;N_A;45;N.GB.RAILRDC.000014
61.203299999999835,26.04743099999976;"{""coordinates"": [26.04743099999976, 61.203299999999835], ""type"": ""Point""}";1;_EG.EGM.RailrdC:f63fa956-acd0-4668-96ee-c0e854ea4b;2015-10-26;AQ125;FI;15;Heinola;N_A;Heinola;N_A;FIN;N_A;25;N.FI.RAILRDC.000206
48.22899749999985,13.9184195;"{""coordinates"": [13.9184195, 48.22899749999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:aee72c95-b879-452b-afd7-4a4672124a;2015-10-26;AQ125;AT;15;Bad Schallerbach-Wallern;N_A;Bad Schallerbach-Wallern;N_A;GER;N_A;45;N.AT.RAILRDC.000339
51.31222999999982,4.432928499999804;"{""coordinates"": [4.432928499999804, 51.31222999999982], ""type"": ""Point""}";1;_EG.EGM.RailrdC:26a8bc11-a641-431a-ad48-f3901a1fc2;2015-10-26;AQ125;BE;15;Kapellen;N_A;Kapellen;N_A;DUT;N_A;45;N.BE.RAILRDC.000212
51.06028449999985,3.742017499999804;"{""coordinates"": [3.742017499999804, 51.06028449999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:888a16bd-7c1a-4dfd-ab20-89f6dc6b53;2015-10-26;AQ125;BE;15;Gent-Dampoort;N_A;Gent-Dampoort;N_A;DUT;N_A;45;N.BE.RAILRDC.000031
36.55010199999986,-4.618177000000202;"{""coordinates"": [-4.618177000000202, 36.55010199999986], ""type"": ""Point""}";1;_EG.EGM.RailrdC:7946357e-0b23-4793-865b-bc782f2c76;2015-10-26;AQ125;ES;15;Apeadero de los Boliches;N_A;Apeadero de los Boliches;N_A;SPA;N_A;45;N.ES.RAILRDC.001621
53.58692349999984,7.220801499999793;"{""coordinates"": [7.220801499999793, 53.58692349999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:49b88e09-e3e3-435d-bebf-5bc7ba287f;2015-10-26;AQ125;DE;15;Norden;N_A;Norden;N_A;GER;N_A;45;N.DE.RAILRDC.002066
53.45640849999984,17.54011399999979;"{""coordinates"": [17.54011399999979, 53.45640849999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:d3c03142-0f10-4c7a-ae20-9dea7d4024;2015-10-26;AQ125;PL;34;Sępólno Krajeńskie;N_A;Sepolno Krajenskie;N_A;POL;N_A;26;N.PL.RAILRDC.000500
53.33222199999983,6.906683499999787;"{""coordinates"": [6.906683499999787, 53.33222199999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:e31e60dc-a772-4cca-89dc-c300dc6f02;2015-10-26;AQ125;NL;32;Delfzijl West;N_A;Delfzijl West;N_A;DUT;N_A;26;N.NL.RAILRDC.000538
51.62364149999985,6.19879549999979;"{""coordinates"": [6.19879549999979, 51.62364149999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:cb24ae76-34d6-4557-99ae-c2340db744;2015-10-26;AQ125;DE;15;Weeze;N_A;Weeze;N_A;GER;N_A;45;N.DE.RAILRDC.001120
54.66637499999984,-5.705224500000185;"{""coordinates"": [-5.705224500000185, 54.66637499999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:7c22fc03-4b1d-43fe-a32e-6a6a808d8d;2015-10-26;AQ125;ND;32;Carnalea;N_A;Carnalea;N_A;ENG;N_A;26;N.ND.RAILRDC.00023
47.32836799999984,21.128731999999786;"{""coordinates"": [21.128731999999786, 47.32836799999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:00017dec-d128-4256-834f-78db232e10;2015-10-26;AQ125;HU;32;Püspökladány;N_A;Puspokladany;N_A;HUN;N_A;26;N.HU.RAILRDC.000023
51.417845999999855,-0.417261500000194;"{""coordinates"": [-0.417261500000194, 51.417845999999855], ""type"": ""Point""}";1;_EG.EGM.RailrdC:6fd29eaf-4f77-4afc-a5aa-d75e608c93;2015-10-26;AQ125;GB;15;Sunbury-on-Thames Station;N_A;Sunbury-on-Thames Station;N_A;ENG;N_A;45;N.GB.RAILRDC.000469
45.41581399999984,25.537561499999782;"{""coordinates"": [25.537561499999782, 45.41581399999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:774d73d1-4f83-4f0a-9799-e89d53e8a5;2015-10-26;AQ125;RO;15;Buşteni;N_A;Busteni;N_A;RUM;N_A;45;N.RO.RAILRDC.000664
45.32548349999985,27.906735499999765;"{""coordinates"": [27.906735499999765, 45.32548349999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:b7551dc2-271c-422b-ba8a-bb825d9f9e;2015-10-26;AQ125;RO;15;Baldovineşti;N_A;Baldovinesti;N_A;RUM;N_A;45;N.RO.RAILRDC.000682
60.84750299999981,23.060374999999766;"{""coordinates"": [23.060374999999766, 60.84750299999981], ""type"": ""Point""}";1;_EG.EGM.RailrdC:b3b2f371-2159-4c1d-9b77-bdff45e6f5;2015-10-26;AQ125;FI;15;Loimaa;N_A;Loimaa;N_A;FIN;N_A;45;N.FI.RAILRDC.000009
43.35349549999984,-1.782089500000211;"{""coordinates"": [-1.782089500000211, 43.35349549999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:ab110294-72f1-41c7-959d-338df8bf65;2015-10-26;AQ125;FR;15;Hendaye;N_A;Hendaye;N_A;FRE;N_A;45;N.FR.RAILRDC.000258
49.58597749999984,6.055241499999795;"{""coordinates"": [6.055241499999795, 49.58597749999984], ""type"": ""Point""}";1;_EG.EGM.RailrdC:95a9f9d6-7194-4f76-9e42-779a250ee2;2015-10-26;AQ125;LU;32;Leudelange;N_A;Leudelange;N_A;FRE;N_A;45;N.LU.RAILRDC.000053
38.39132349999985,-0.5270865000001951;"{""coordinates"": [-0.5270865000001951, 38.39132349999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:feaaacb1-d4c3-49a8-ae15-b8f347d7ac;2015-10-26;AQ125;ES;15;Estación FF.CC. de Sant Vicent del Raspeig;N_A;Estacion FF.CC. de Sant Vicent del Raspeig;N_A;SPA;N_A;45;N.ES.RAILRDC.000229
43.27721299999985,-2.0268815000002;"{""coordinates"": [-2.0268815000002, 43.27721299999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:66a65f3d-616d-43aa-a426-f26b229f81;2015-10-26;AQ125;ES;15;Estación FF.CC. de Txikierdi;Txikierdiko Trenbide Geltokia;Estacion FF.CC. de Txikierdi;Txikierdiko Trenbide Geltokia;SPA;BAQ;45;N.ES.RAILRDC.000393
50.90325799999985,15.75346799999977;"{""coordinates"": [15.75346799999977, 50.90325799999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:ff2a8438-7bc5-483a-bf9c-70ff6cef7c;2015-10-26;AQ125;PL;15;Jelenia Góra;N_A;Jelenia Gora;N_A;POL;N_A;45;N.PL.RAILRDC.000750
44.89684099999985,22.369021999999774;"{""coordinates"": [22.369021999999774, 44.89684099999985], ""type"": ""Point""}";1;_EG.EGM.RailrdC:ec86e964-9ea7-4a25-a9e4-84b3b5273e;2015-10-26;AQ125;RO;15;Mehadia;N_A;Mehadia;N_A;RUM;N_A;45;N.RO.RAILRDC.000803
52.80750199999983,21.91023449999977;"{""coordinates"": [21.91023449999977, 52.80750199999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:35e600e4-4ded-4239-87fb-e0fa1959cf;2015-10-26;AQ125;PL;15;Ostrów Mazowiecka;N_A;Ostrow Mazowiecka;N_A;POL;N_A;45;N.PL.RAILRDC.000600
49.542013499999854,6.132087499999784;"{""coordinates"": [6.132087499999784, 49.542013499999854], ""type"": ""Point""}";1;_EG.EGM.RailrdC:9c40c355-2004-4a3c-8c91-51ce0bf175;2015-10-26;AQ125;LU;32;Berchem;N_A;Berchem;N_A;FRE;N_A;26;N.LU.RAILRDC.000016
50.928337999999854,3.963754999999793;"{""coordinates"": [3.963754999999793, 50.928337999999854], ""type"": ""Point""}";1;_EG.EGM.RailrdC:8001eb4e-80d2-4c5a-b221-28dbc8ea0a;2015-10-26;AQ125;BE;32;Erpe-Mere;N_A;Erpe-Mere;N_A;DUT;N_A;26;N.BE.RAILRDC.000313
47.12868949999983,13.807095499999773;"{""coordinates"": [13.807095499999773, 47.12868949999983], ""type"": ""Point""}";1;_EG.EGM.RailrdC:9b25b44f-ee8a-4ad2-9269-a3fa3f2b50;2015-10-26;AQ125;AT;15;Tamsweg;N_A;Tamsweg;N_A;GER;N_A;45;N.AT.RAILRDC.000210
